,Player,dob,year,month,day,trimestre,Deporte
52926,Adam Antoni,"Feb 27, 1995",1995,2,27,1,Baloncesto
52927,Konstantin Anikenko,"Oct 9, 1992",1992,10,9,4,Baloncesto
52928,Stanislav Baldovsky,"Feb 14, 1989",1989,2,14,1,Baloncesto
52930,Jan Zorvan,"Dec 22, 1995",1995,12,22,4,Baloncesto
52931,Vladimir Nemcok,"Aug 1, 1995",1995,8,1,3,Baloncesto
52932,Simeon Jackuliak,"Jun 10, 1992",1992,6,10,2,Baloncesto
52933,Oliver Tot,"Nov 30, 1994",1994,11,30,4,Baloncesto
52934,Adam Moncek,"Nov 9, 2000",2000,11,9,4,Baloncesto
52935,Marek Kozlik,"Jul 29, 1986",1986,7,29,3,Baloncesto
52936,Mihkel Kirves,"Dec 6, 1996",1996,12,6,4,Baloncesto
52937,Nebojsa Dukic,"May 11, 1988",1988,5,11,2,Baloncesto
52938,Wiktor Sewiol,"Jan 24, 1997",1997,1,24,1,Baloncesto
52940,Martin Bizub,"Mar 27, 1999",1999,3,27,1,Baloncesto
52941,Ladislav Stojanov,"Jul 4, 1988",1988,7,4,3,Baloncesto
52942,Filip Halmes,"Mar 6, 1997",1997,3,6,1,Baloncesto
52943,Matej Majercak,"Dec 21, 1999",1999,12,21,4,Baloncesto
52944,Goran Bulatovic,"Feb 5, 1988",1988,2,5,1,Baloncesto
52948,Oleksandr Kushnirov,"Apr 28, 1992",1992,4,28,2,Baloncesto
52949,Matej Marchyn,"Jun 26, 1990",1990,6,26,2,Baloncesto
52950,Nini Gabrijel,"Aug 10, 1998",1998,8,10,3,Baloncesto
52951,Michael Fusek,"Jun 5, 1995",1995,6,5,2,Baloncesto
52952,Nenad Milosevic,"May 2, 1983",1983,5,2,2,Baloncesto
52953,Ivan Zidzik,"Feb 19, 1990",1990,2,19,1,Baloncesto
52954,Domagoj Bubalo,"Aug 2, 1991",1991,8,2,3,Baloncesto
52955,Lukas Hoferica,"Jun 3, 1989",1989,6,3,2,Baloncesto
52956,Davy Baltus,"Oct 22, 1991",1991,10,22,4,Baloncesto
52957,Roman Skvasik,"Nov 9, 1996",1996,11,9,4,Baloncesto
52958,Branislav Matych,"Jul 23, 1999",1999,7,23,3,Baloncesto
52959,Michal Dolnik,"Jan 15, 1995",1995,1,15,1,Baloncesto
52960,Dalibor Hlivak,"May 25, 1995",1995,5,25,2,Baloncesto
52961,Filip Rakai,"Mar 12, 2001",2001,3,12,1,Baloncesto
52962,Jakub Mokran,"May 3, 1999",1999,5,3,2,Baloncesto
52963,Michal Podhorsky,"Jan 16, 1987",1987,1,16,1,Baloncesto
52964,Roman Findura,"Jan 19, 1985",1985,1,19,1,Baloncesto
52965,Simon Duris,"Jan 8, 1998",1998,1,8,1,Baloncesto
52966,Dino Muric,"Feb 14, 1990",1990,2,14,1,Baloncesto
52967,Jakob Cebasek,"Apr 28, 1991",1991,4,28,2,Baloncesto
52968,Blaz Mahkovic,"Mar 21, 1990",1990,3,21,1,Baloncesto
52969,Simo Atanackovic,"Mar 11, 1990",1990,3,11,1,Baloncesto
52970,Dragan Bjeletic,"Dec 6, 1992",1992,12,6,4,Baloncesto
52971,Nejc Strnad,"Jun 7, 1983",1983,6,7,2,Baloncesto
52972,Davor Konjevic,"Dec 18, 1990",1990,12,18,4,Baloncesto
52974,Aleksandar Lazic,"Jun 10, 1996",1996,6,10,2,Baloncesto
52976,Gezim Morina,"Dec 12, 1992",1992,12,12,4,Baloncesto
52977,Miha Vasl,"Mar 12, 1992",1992,3,12,1,Baloncesto
52978,Milos Pesic,"Nov 18, 1984",1984,11,18,4,Baloncesto
52979,Kresimir Radovcic,"Apr 19, 1997",1997,4,19,2,Baloncesto
52980,Ivan Marinkovic,"Nov 27, 1993",1993,11,27,4,Baloncesto
52982,Sandi Cebular,"Jun 24, 1986",1986,6,24,2,Baloncesto
52983,Ivan Milicevic,"Dec 31, 1995",1995,12,31,4,Baloncesto
52985,Tadej Ferme,"Oct 17, 1991",1991,10,17,4,Baloncesto
52986,Luka Lapornik,"Oct 24, 1988",1988,10,24,4,Baloncesto
52988,Ziga Dimec,"Feb 20, 1993",1993,2,20,1,Baloncesto
52989,Jure Pelko,"May 17, 1990",1990,5,17,2,Baloncesto
52990,Matic Grusovnik,"Jan 17, 1995",1995,1,17,1,Baloncesto
52991,Marko Popadic,"Aug 30, 1989",1989,8,30,3,Baloncesto
52992,Veljko Brkic,"Jun 29, 1995",1995,6,29,2,Baloncesto
52993,Miha Fon,"Jan 8, 1984",1984,1,8,1,Baloncesto
52994,Alen Hodzic,"Aug 11, 1992",1992,8,11,3,Baloncesto
52996,Zan Kosic,"Jun 4, 1993",1993,6,4,2,Baloncesto
52997,Jan Rebec,"Sep 28, 1993",1993,9,28,3,Baloncesto
52998,Marko Josilo,"Oct 16, 1992",1992,10,16,4,Baloncesto
52999,Matej Rojc,"Feb 17, 1993",1993,2,17,1,Baloncesto
53000,Milojko Vasilic,"Jul 8, 1989",1989,7,8,3,Baloncesto
53001,Daniel Vujasinovic,"Sep 13, 1989",1989,9,13,3,Baloncesto
53002,Tomaz Jereb,"Sep 13, 1991",1991,9,13,3,Baloncesto
53003,Jan Dornik,"Mar 24, 1998",1998,3,24,1,Baloncesto
53004,Urban Oman,"Dec 2, 1998",1998,12,2,4,Baloncesto
53005,Leon Santelj,"Apr 25, 1995",1995,4,25,2,Baloncesto
53006,Smiljan Pavic,"Feb 5, 1980",1980,2,5,1,Baloncesto
53007,Drazen Bubnic,"Jan 13, 1986",1986,1,13,1,Baloncesto
53008,Ivan Ramljak,"Aug 9, 1990",1990,8,9,3,Baloncesto
53009,Jure Balazic,"Sep 12, 1980",1980,9,12,3,Baloncesto
53011,Aleksandar Vlahovic,"Jun 15, 1990",1990,6,15,2,Baloncesto
53012,Dorde Lelic,"Dec 1, 1989",1989,12,1,4,Baloncesto
53013,Miha Skedelj,"May 29, 1999",1999,5,29,2,Baloncesto
53014,Zan Sisko,"Jun 29, 1997",1997,6,29,2,Baloncesto
53015,Nejc Zupan,"Apr 12, 1996",1996,4,12,2,Baloncesto
53016,Urban Durnik,"Jun 19, 1997",1997,6,19,2,Baloncesto
53018,Ziga Svigelj,"Jul 18, 1997",1997,7,18,3,Baloncesto
53019,Nejc Martincic,"Apr 4, 1997",1997,4,4,2,Baloncesto
53020,Ziga Jurcek,"Apr 22, 1998",1998,4,22,2,Baloncesto
53021,Ziga Fifolt,"Oct 9, 1993",1993,10,9,4,Baloncesto
53022,Anze Cerkovnik,"Aug 11, 1986",1986,8,11,3,Baloncesto
53023,Emir Ahmedovic,"Nov 8, 1994",1994,11,8,4,Baloncesto
53024,Jure Span,"Apr 3, 1995",1995,4,3,2,Baloncesto
53025,Dalibor Djapa,"Oct 23, 1984",1984,10,23,4,Baloncesto
53026,Jan Novak,"Jul 7, 1995",1995,7,7,3,Baloncesto
53027,Ivan Drzic,"Apr 29, 1983",1983,4,29,2,Baloncesto
53028,Jan Kosi,"Oct 18, 1996",1996,10,18,4,Baloncesto
53029,Nejc Baric,"Apr 23, 1997",1997,4,23,2,Baloncesto
53030,Luka Voncina,"Dec 27, 1991",1991,12,27,4,Baloncesto
53031,Aljaz Slutej,"Jan 9, 1996",1996,1,9,1,Baloncesto
53032,Martin Jancar Jarc,"Jan 27, 2000",2000,1,27,1,Baloncesto
53033,Jernej Ledl,"Apr 7, 1997",1997,4,7,2,Baloncesto
53034,Aljaz Bratec,"May 31, 1998",1998,5,31,2,Baloncesto
53035,Jan Copot,"Oct 9, 2001",2001,10,9,4,Baloncesto
53036,Uros Zadnik,"May 11, 1990",1990,5,11,2,Baloncesto
53037,Rene Grdadolnik,"Jan 5, 1998",1998,1,5,1,Baloncesto
53038,Stepan Dmitrievic Gontar,"Apr 2, 2002",2002,4,2,2,Baloncesto
53040,Dejan Cigoja,"Sep 27, 1988",1988,9,27,3,Baloncesto
53041,Leon Stergar,"Mar 17, 2000",2000,3,17,1,Baloncesto
53042,Jan Strmcnick,"May 26, 1998",1998,5,26,2,Baloncesto
53044,Nik Rebersak,"Oct 18, 2000",2000,10,18,4,Baloncesto
53045,Jaka Blazic,"Jun 30, 1990",1990,6,30,2,Baloncesto
53046,Tjaz Rotar,"Mar 4, 1994",1994,3,4,1,Baloncesto
53047,Edo Muric,"Nov 27, 1991",1991,11,27,4,Baloncesto
53049,Gasper Sevsek,"Jul 2, 1993",1993,7,2,3,Baloncesto
53050,Patrik Tabak,"Apr 15, 2000",2000,4,15,2,Baloncesto
53052,Jakob Strel,"Aug 22, 2000",2000,8,22,3,Baloncesto
53053,Bine Prepelic,"Aug 5, 2001",2001,8,5,3,Baloncesto
53054,Iztok Goltnik,"Sep 1, 2001",2001,9,1,3,Baloncesto
53055,Filip Kruslin,"Mar 18, 1989",1989,3,18,1,Baloncesto
53057,Cady Lalanne,"Apr 22, 1992",1992,4,22,2,Baloncesto
53060,Song Kyo-Chang,"Jul 3, 1996",1996,7,3,3,Baloncesto
53062,Jung-Hyun Lee,"Mar 3, 1987",1987,3,3,1,Baloncesto
53064,Jongkyu Kim,"Jul 3, 1991",1991,7,3,3,Baloncesto
53068,Hoon Heo,"Aug 16, 1995",1995,8,16,3,Baloncesto
53069,Hongseok Yang,"Jul 2, 1997",1997,7,2,3,Baloncesto
53070,Nakhyeon Kim,"Mar 12, 1995",1995,3,12,1,Baloncesto
53071,Boris Savovic,"Jun 18, 1987",1987,6,18,2,Baloncesto
53072,Sun-Hyung Kim,"Jul 1, 1988",1988,7,1,3,Baloncesto
53074,Junyong Choi,"Apr 4, 1994",1994,4,4,2,Baloncesto
53076,Kwan Hee Lee,"Apr 29, 1988",1988,4,29,2,Baloncesto
53077,Seounghyun Lee,"Apr 16, 1992",1992,4,16,2,Baloncesto
53078,Donggeun Yang,"Sep 14, 1981",1981,9,14,3,Baloncesto
53081,Ung Heo,"Aug 5, 1993",1993,8,5,3,Baloncesto
53082,Jun Yl Kim,"May 7, 1992",1992,5,7,2,Baloncesto
53083,Yong-Hwan Kim,"Jul 5, 1984",1984,7,5,3,Baloncesto
53085,Sangjae Kang,"Dec 31, 1994",1994,12,31,4,Baloncesto
53087,Youngjun An,"Jun 28, 1995",1995,6,28,2,Baloncesto
53088,Jaeseok Jang,"Feb 3, 1991",1991,2,3,1,Baloncesto
53089,Ji-Hoon Ham,"Dec 11, 1984",1984,12,11,4,Baloncesto
53090,Seonggon Moon,"May 9, 1993",1993,5,9,2,Baloncesto
53092,Jin-Soo Choi,"May 11, 1989",1989,5,11,2,Baloncesto
53093,Guna Ra,"Feb 20, 1989",1989,2,20,1,Baloncesto
53094,Jihoon Park,"Jan 21, 1995",1995,1,21,1,Baloncesto
53095,Hyun-Min Kim,"Sep 15, 1987",1987,9,15,3,Baloncesto
53097,Min-soo Kim,"Jan 16, 1982",1982,1,16,1,Baloncesto
53098,Bawee Cha,"Aug 24, 1989",1989,8,24,3,Baloncesto
53099,Min-Goo Jang,"Jul 5, 1989",1989,7,5,3,Baloncesto
53101,Si Rae Kim,"Mar 22, 1989",1989,3,22,1,Baloncesto
53102,Hee-Jae Jeong,"Dec 18, 1989",1989,12,18,4,Baloncesto
53103,Min-goo Kim,"Jun 24, 1991",1991,6,24,2,Baloncesto
53104,Dong-Ryang Kim,"Nov 11, 1987",1987,11,11,4,Baloncesto
53107,Byung-hyun Kang,"Mar 3, 1985",1985,3,3,1,Baloncesto
53108,Sek-Eun Oh,"May 20, 1987",1987,5,20,2,Baloncesto
53109,Gibeom Cheon,"May 28, 1994",1994,5,28,2,Baloncesto
53110,Seongmo Choi,"Apr 15, 1994",1994,4,15,2,Baloncesto
53111,Donguk Kim,"Aug 14, 1981",1981,8,14,3,Baloncesto
53112,Kang-Sun Kim,"Oct 14, 1986",1986,10,14,4,Baloncesto
53113,Hyun-Ho Kim,"Feb 19, 1988",1988,2,19,1,Baloncesto
53115,Seung-Ho Ki,"Apr 13, 1985",1985,4,13,2,Baloncesto
53116,Ho-young Yoon,"Jun 1, 1984",1984,6,1,2,Baloncesto
53117,Junhyeong Byeon,"Mar 11, 1996",1996,3,11,1,Baloncesto
53118,Chang-Yong Song,"Mar 12, 1987",1987,3,12,1,Baloncesto
53119,Il-Young Heo,"Aug 5, 1985",1985,8,5,3,Baloncesto
53120,Kung-Min Doo,"Sep 22, 1991",1991,9,22,3,Baloncesto
53123,Jiwan Kim,"Jun 2, 1990",1990,6,2,2,Baloncesto
53124,Hobin Han,"Oct 14, 1991",1991,10,14,4,Baloncesto
53126,Hyung-Chul Park,"Dec 19, 1987",1987,12,19,4,Baloncesto
53127,Hee-jong Yang,"May 11, 1984",1984,5,11,2,Baloncesto
53128,Bu Kyung Choi,"Jun 28, 1989",1989,6,28,2,Baloncesto
53129,Chang Young Jung,"Jan 24, 1988",1988,1,24,1,Baloncesto
53130,Hyun-Soo Kim,"Jan 31, 1990",1990,1,31,1,Baloncesto
53131,Daeheon Lee,"Apr 29, 1992",1992,4,29,2,Baloncesto
53132,Myeongjin Seo,"Jun 29, 1999",1999,6,29,2,Baloncesto
53133,Jong-Il Lee,"Jan 12, 1990",1990,1,12,1,Baloncesto
53134,Hyeonjun Yoo,"Aug 20, 1997",1997,8,20,3,Baloncesto
53135,Dae Sung Lee,"May 30, 1990",1990,5,30,2,Baloncesto
53136,Hyun-Min Lee,"Jun 16, 1983",1983,6,16,2,Baloncesto
53137,Hyunwoo Jeon,"Jun 3, 1996",1996,6,3,2,Baloncesto
53138,Sang Park Kyung,"May 20, 1990",1990,5,20,2,Baloncesto
53139,Seungook Choi,"Apr 15, 1994",1994,4,15,2,Baloncesto
53140,Tae-Young Moon,"Feb 10, 1978",1978,2,10,1,Baloncesto
53141,Seonghyen Jeon,"Nov 5, 1991",1991,11,5,4,Baloncesto
53142,Byeonghun Yoo,"Oct 26, 1990",1990,10,26,4,Baloncesto
53143,Won Tae Lee,"Sep 28, 1990",1990,9,28,3,Baloncesto
53144,Chan-Hee Park,"Apr 17, 1987",1987,4,17,2,Baloncesto
53145,Adrian Uter,"Oct 27, 1984",1984,10,27,4,Baloncesto
53147,Tae-Sool Kim,"Aug 13, 1984",1984,8,13,3,Baloncesto
53148,Cheol-Uk Kim,"Jun 25, 1992",1992,6,25,2,Baloncesto
53149,Tae-Hong Kim,"Aug 21, 1988",1988,8,21,3,Baloncesto
53150,Min-Wook Kim,"Nov 5, 1990",1990,11,5,4,Baloncesto
53152,Sang-Yu Kim,"May 23, 1989",1989,5,23,2,Baloncesto
53153,Sang-Oh Park,"Mar 24, 1981",1981,3,24,1,Baloncesto
53154,Tae Yoon Kim,"Mar 17, 1990",1990,3,17,1,Baloncesto
53156,Ki-Hoon Byun,"Jan 26, 1989",1989,1,26,1,Baloncesto
53157,Woo Gun,"Jul 16, 1989",1989,7,16,3,Baloncesto
53158,Seungwook Choi,"Aug 20, 1993",1993,8,20,3,Baloncesto
53159,Gookchan Kim,"Feb 15, 1996",1996,2,15,1,Baloncesto
53160,Se-Yong Hong,"Oct 4, 1988",1988,10,4,4,Baloncesto
53161,Dong-Seob Lim,"Aug 29, 1990",1990,8,29,3,Baloncesto
53162,Jaedo Lee,"Aug 16, 1991",1991,8,16,3,Baloncesto
53163,Young-Sam Jung,"Apr 21, 1984",1984,4,21,2,Baloncesto
53164,Jun-Young Park,"Jun 21, 1996",1996,6,21,2,Baloncesto
53165,Chang-Mo Kim,"Apr 17, 1991",1991,4,17,2,Baloncesto
53167,Huiwon Han,"May 1, 1993",1993,5,1,2,Baloncesto
53168,Yoo-Sung Ho,"Jan 2, 1988",1988,1,2,1,Baloncesto
53169,Yong-Jun Oh,"Jul 12, 1980",1980,7,12,3,Baloncesto
53171,Joon-Hyung Kim,"Apr 21, 1997",1997,4,21,2,Baloncesto
53173,Gwang-Cheol Kim,"Mar 27, 1994",1994,3,27,1,Baloncesto
53174,Minsu Su,"Jun 21, 1993",1993,6,21,2,Baloncesto
53176,Sung-Won Yoon,"Jan 14, 1995",1995,1,14,1,Baloncesto
53177,Dong Yeop Lee,"Feb 22, 1994",1994,2,22,1,Baloncesto
53178,Sooyone Bae,"Apr 18, 1992",1992,4,18,2,Baloncesto
53179,Hun Kim,"Jul 24, 1996",1996,7,24,3,Baloncesto
53180,Seong-Ju Min,"Jul 19, 1987",1987,7,19,3,Baloncesto
53181,Hyun-Min Choi,"Jan 19, 1990",1990,1,19,1,Baloncesto
53182,Junghyeon Park,"Sep 23, 1996",1996,9,23,3,Baloncesto
53183,Jinyoung Kim,"Jun 21, 1998",1998,6,21,2,Baloncesto
53184,Jeong Jun Won,"Jan 5, 1989",1989,1,5,1,Baloncesto
53185,Ju-Ji Hoon,"Dec 25, 1991",1991,12,25,4,Baloncesto
53186,Intae Park,"Jan 4, 1995",1995,1,4,1,Baloncesto
53187,Han-Jin Cho,"May 24, 1997",1997,5,24,2,Baloncesto
53188,Sung-Min Cho,"Dec 23, 1983",1983,12,23,4,Baloncesto
53189,Jun-hoo Ham,"Jun 16, 1988",1988,6,16,2,Baloncesto
53190,Byoung-Woo Park,"May 21, 1989",1989,5,21,2,Baloncesto
53191,Su Chan Kim,"Mar 19, 1992",1992,3,19,1,Baloncesto
53192,Bae Byung-Jun,"Aug 9, 1990",1990,8,9,3,Baloncesto
53193,Jong-Bum Kim,"Sep 20, 1990",1990,9,20,3,Baloncesto
53194,Chang-Moo Song,"Dec 20, 1982",1982,12,20,4,Baloncesto
53195,Heewon Jung,"May 17, 1994",1994,5,17,2,Baloncesto
53196,Seonghwan Jeon,"Dec 16, 1997",1997,12,16,4,Baloncesto
53197,Jung-Won Han,"Apr 8, 1984",1984,4,8,2,Baloncesto
53198,Jihun Park,"Jun 19, 1989",1989,6,19,2,Baloncesto
53199,Myong-Ho Sin,"Oct 8, 1983",1983,10,8,4,Baloncesto
53200,Woo-Sub Yaung,"Jun 27, 1985",1985,6,27,2,Baloncesto
53201,Jonghoon Won,"Jun 10, 1996",1996,6,10,2,Baloncesto
53202,Jin Park-Bong,"Apr 12, 1994",1994,4,12,2,Baloncesto
53203,Klemen Prepelic,"Oct 20, 1992",1992,10,20,4,Baloncesto
53204,Nikola Mirotic,"Feb 11, 1991",1991,2,11,1,Baloncesto
53205,Tornike Shengelia,"Oct 5, 1991",1991,10,5,4,Baloncesto
53206,Giorgi Shermadini,"Apr 2, 1989",1989,4,2,2,Baloncesto
53207,Vitor Benite,"Feb 20, 1990",1990,2,20,1,Baloncesto
53209,Axel Bouteille,"May 14, 1995",1995,5,14,2,Baloncesto
53210,Thaddeus McFadden,"May 29, 1987",1987,5,29,2,Baloncesto
53212,Clevin Hannah,"Nov 15, 1987",1987,11,15,4,Baloncesto
53217,Marcelinho Huertas,"May 25, 1983",1983,5,25,2,Baloncesto
53218,Dejan Kravic,"Sep 9, 1990",1990,9,9,3,Baloncesto
53220,Robin Benzing,"Jan 25, 1989",1989,1,25,1,Baloncesto
53221,Bojan Dubljevic,"Oct 24, 1991",1991,10,24,4,Baloncesto
53223,Vladimir Brodziansky,"May 8, 1994",1994,5,8,2,Baloncesto
53224,A.J. Slaughter,"Aug 3, 1987",1987,8,3,3,Baloncesto
53225,Facundo Campazzo,"Mar 23, 1991",1991,3,23,1,Baloncesto
53226,Nicolas Brussino,"Mar 2, 1993",1993,3,2,1,Baloncesto
53227,Alen Omic,"May 6, 1992",1992,5,6,2,Baloncesto
53229,Ante Tomic,"Feb 17, 1987",1987,2,17,1,Baloncesto
53233,Jaycee Carroll,"Apr 16, 1983",1983,4,16,2,Baloncesto
53234,Dejan Todorovic,"May 29, 1994",1994,5,29,2,Baloncesto
53235,Nemanja Radovic,"Nov 11, 1991",1991,11,11,4,Baloncesto
53238,Marc Garcia,"Mar 7, 1996",1996,3,7,1,Baloncesto
53239,Ferran Bassas,"Apr 29, 1992",1992,4,29,2,Baloncesto
53242,Conor Morgan,"Aug 3, 1994",1994,8,3,3,Baloncesto
53243,Sasu Salin,"Jun 11, 1991",1991,6,11,2,Baloncesto
53244,David Jelinek,"Sep 7, 1990",1990,9,7,3,Baloncesto
53245,Jonathan Rousselle,"Feb 7, 1990",1990,2,7,1,Baloncesto
53246,Dylan Ennis,"Dec 26, 1991",1991,12,26,4,Baloncesto
53247,Matt Janning,"Jun 22, 1988",1988,6,22,2,Baloncesto
53249,Edy Tavares,"Mar 22, 1992",1992,3,22,1,Baloncesto
53250,Alberto Abalde,"Dec 15, 1995",1995,12,15,4,Baloncesto
53251,Ondrej Balvin,"Sep 20, 1992",1992,9,20,3,Baloncesto
53253,Sergio Llull,"Nov 15, 1987",1987,11,15,4,Baloncesto
53254,Daniel Diez,"Apr 7, 1993",1993,4,7,2,Baloncesto
53255,Beka Burjanadze,"Jan 3, 1994",1994,1,3,1,Baloncesto
53256,Bruno Fitipaldo,"Aug 2, 1991",1991,8,2,3,Baloncesto
53257,Augusto Cesar Lima,"Sep 17, 1991",1991,9,17,3,Baloncesto
53258,Rafa Martinez,"Mar 3, 1982",1982,3,3,1,Baloncesto
53259,Nenad Dimitrijevic,"Feb 23, 1998",1998,2,23,1,Baloncesto
53260,Yannis Bourousis,"Nov 17, 1983",1983,11,17,4,Baloncesto
53261,Kenny Kadji,"May 19, 1988",1988,5,19,2,Baloncesto
53262,Gabriel Deck,"Feb 8, 1995",1995,2,8,1,Baloncesto
53264,Adam Waczynski,"Oct 15, 1989",1989,10,15,4,Baloncesto
53265,Philip Scrubb,"Nov 27, 1992",1992,11,27,4,Baloncesto
53266,Deon Thompson,"Sep 16, 1988",1988,9,16,3,Baloncesto
53267,Victor Arteaga,"Jul 7, 1992",1992,7,7,3,Baloncesto
53269,Javier Beiran,"May 22, 1987",1987,5,22,2,Baloncesto
53270,Jaime Fernandez,"Jun 4, 1993",1993,6,4,2,Baloncesto
53271,Carlos Alocen,"Dec 30, 2000",2000,12,30,4,Baloncesto
53272,Volodymyr Herun,"Mar 25, 1994",1994,3,25,1,Baloncesto
53274,Jonathan Barreiro,"Jan 16, 1997",1997,1,16,1,Baloncesto
53276,Louis Labeyrie,"Feb 11, 1992",1992,2,11,1,Baloncesto
53278,Micheal Eric,"Jun 24, 1988",1988,6,24,2,Baloncesto
53279,Xabier Lopez-Arostegui,"May 19, 1997",1997,5,19,2,Baloncesto
53281,Arnoldas Kulboka,"Jan 4, 1998",1998,1,4,1,Baloncesto
53284,Shayne Whittington,"Mar 27, 1991",1991,3,27,1,Baloncesto
53285,Christopher Czerapowicz,"Sep 15, 1991",1991,9,15,3,Baloncesto
53288,Christian Eyenga,"Jun 22, 1989",1989,6,22,2,Baloncesto
53290,Adam Hanga,"Apr 12, 1989",1989,4,12,2,Baloncesto
53292,Tomas Bellas,"Jun 24, 1987",1987,6,24,2,Baloncesto
53293,Gabriel Lundberg,"Dec 4, 1994",1994,12,4,4,Baloncesto
53294,Juan Palacios,"May 11, 1985",1985,5,11,2,Baloncesto
53295,Omar Cook,"Jan 28, 1982",1982,1,28,1,Baloncesto
53296,Fernando San Emeterio,"Jan 1, 1984",1984,1,1,1,Baloncesto
53298,Stan Okoye,"Apr 10, 1991",1991,4,10,2,Baloncesto
53299,Quim Colom,"Nov 1, 1988",1988,11,1,4,Baloncesto
53300,Bandja Sy,"Jul 30, 1990",1990,7,30,3,Baloncesto
53301,Santiago Yusta,"Apr 28, 1997",1997,4,28,2,Baloncesto
53302,Moussa Diagne,"Mar 6, 1994",1994,3,6,1,Baloncesto
53303,Sam Van Rossom,"Jun 3, 1986",1986,6,3,2,Baloncesto
53304,Kenan Sipahi,"May 26, 1995",1995,5,26,2,Baloncesto
53305,Juan Vaulet,"Mar 22, 1996",1996,3,22,1,Baloncesto
53306,Pierre Oriola,"Sep 25, 1992",1992,9,25,3,Baloncesto
53307,Giannoulis Larentzakis,"Sep 22, 1993",1993,9,22,3,Baloncesto
53308,Anthony Randolph,"Jul 15, 1989",1989,7,15,3,Baloncesto
53309,Dejan Musli,"Jan 3, 1991",1991,1,3,1,Baloncesto
53310,Emir Sulejmanovic,"Jul 13, 1995",1995,7,13,3,Baloncesto
53311,Fabien Causeur,"Jun 16, 1987",1987,6,16,2,Baloncesto
53312,Ilimane Diop,"Apr 4, 1995",1995,4,4,2,Baloncesto
53313,Achille Polonara,"Nov 23, 1991",1991,11,23,4,Baloncesto
53314,Nicolas Laprovittola,"Jan 31, 1990",1990,1,31,1,Baloncesto
53315,Vyacheslav Bobrov,"Sep 19, 1992",1992,9,19,3,Baloncesto
53316,Alex Abrines,"Aug 1, 1993",1993,8,1,3,Baloncesto
53317,Aaron Doornekamp,"Dec 5, 1985",1985,12,5,4,Baloncesto
53318,Luca Vildoza,"Aug 11, 1995",1995,8,11,3,Baloncesto
53319,Pierre-Antoine Gillet,"Apr 16, 1991",1991,4,16,2,Baloncesto
53320,William Magarity,"Jun 17, 1993",1993,6,17,2,Baloncesto
53322,Kerem Kanter,"Apr 20, 1995",1995,4,20,2,Baloncesto
53323,Luka Mitrovic,"Mar 21, 1993",1993,3,21,1,Baloncesto
53324,Dario Brizuela,"Nov 8, 1994",1994,11,8,4,Baloncesto
53325,Egidijus Mockevicius,"Sep 1, 1992",1992,9,1,3,Baloncesto
53326,Alberto Diaz,"Apr 23, 1994",1994,4,23,2,Baloncesto
53327,Nacho Llovet,"May 9, 1991",1991,5,9,2,Baloncesto
53328,Emanuel Cate,"Jul 30, 1997",1997,7,30,3,Baloncesto
53329,Carlos Suarez,"May 23, 1986",1986,5,23,2,Baloncesto
53330,Guillem Vives,"Jun 16, 1993",1993,6,16,2,Baloncesto
53331,Tryggvi Hlinason,"Oct 28, 1997",1997,10,28,4,Baloncesto
53332,Nemanja Dangubic,"Apr 13, 1993",1993,4,13,2,Baloncesto
53333,Tobias Borg,"Nov 2, 1993",1993,11,2,4,Baloncesto
53334,Tyson Perez,"Jan 29, 1996",1996,1,29,1,Baloncesto
53335,Nik Stauskas,"Oct 7, 1993",1993,10,7,4,Baloncesto
53336,Youssoupha Fall,"Jan 12, 1995",1995,1,12,1,Baloncesto
53337,Vanja Marinkovic,"Jan 9, 1997",1997,1,9,1,Baloncesto
53338,Eulis Baez,"Mar 18, 1982",1982,3,18,1,Baloncesto
53339,Dani Perez,"Feb 28, 1990",1990,2,28,1,Baloncesto
53340,Javier Justiz,"Sep 18, 1992",1992,9,18,3,Baloncesto
53341,Axel Toupane,"Jul 23, 1992",1992,7,23,3,Baloncesto
53342,Jasiel Rivero,"Oct 31, 1993",1993,10,31,4,Baloncesto
53343,Deividas Dulkys,"Mar 21, 1988",1988,3,21,1,Baloncesto
53344,Albert Oliver,"Jun 4, 1978",1978,6,4,2,Baloncesto
53346,Sergio Rodriguez Febles,"Oct 18, 1993",1993,10,18,4,Baloncesto
53347,Rafa Luz,"Feb 11, 1992",1992,2,11,1,Baloncesto
53348,Obi Enechionyia,"Sep 19, 1995",1995,9,19,3,Baloncesto
53349,Alvaro Munoz,"Nov 25, 1990",1990,11,25,4,Baloncesto
53350,Maurice Ndour,"Jun 18, 1992",1992,6,18,2,Baloncesto
53351,Aleksandar Cvetkovic,"Sep 12, 1993",1993,9,12,3,Baloncesto
53352,Manu Lecomte,"Aug 16, 1995",1995,8,16,3,Baloncesto
53353,Jeffery Taylor,"May 23, 1989",1989,5,23,2,Baloncesto
53354,Rodrigo San Miguel,"Jan 21, 1985",1985,1,21,1,Baloncesto
53355,Victor Claver,"Aug 30, 1988",1988,8,30,3,Baloncesto
53356,Alex Urtasun,"Apr 30, 1984",1984,4,30,2,Baloncesto
53357,Usman Garuba,"Mar 9, 2002",2002,3,9,1,Baloncesto
53358,Nikos Zisis,"Aug 16, 1983",1983,8,16,3,Baloncesto
53361,Sadiel Rojas,"Jul 16, 1989",1989,7,16,3,Baloncesto
