,Nombre,Nacimiento,País,year,month,day,trimestre
1184,"Muñoz, Miguel",1975-10-10,Spain,1975,10,10,4
1185,"Muše, Mladen",1963-01-20,Germany,1963,1,20,1
1186,"Muzychuk, Anna",1990-02-28,Slovenia,1990,2,28,1
1187,"Muzychuk, Mariya",1992-09-21,Ukraine,1992,9,21,3
1188,"Nabaty, Tamir",1991-05-04,Israel,1991,5,4,2
1189,"Nadyrkhanov, Sergey",1963-09-28,Russia,1963,9,28,3
1190,"Nagy, Gábor",1994-09-18,Hungary,1994,9,18,3
1191,"Naiditsch, Arkadij",1985-10-25,Germany,1985,10,25,4
1192,"Najdorf, Miguel",1910-04-15,Argentina,1910,4,15,2
1193,"Najdoski, Toni",1970-05-04,North Macedonia,1970,5,4,2
1194,"Najer, Evgeniy",1977-06-22,Russia,1977,6,22,2
1195,"Nakamura, Hikaru",1987-12-09,United States,1987,12,9,4
1196,"Nalbandian, Tigran",1975-06-05,Armenia,1975,6,5,2
1197,"Nanu, Costicǎ-Ciprian",1977-07-28,Romania,1977,7,28,3
1198,"Narayanan, S. L.",1998-01-10,India,1998,1,10,1
1199,"Narayanan, Srinath",1994-02-14,India,1994,2,14,1
1200,"Narciso Dublan, Marc",1974-01-20,Spain,1974,1,20,1
1201,"Naroditsky, Daniel",1995-11-09,United States,1995,11,9,4
1202,"Nasanjargal, Urtnasan",1994-02-19,Mongolia,1994,2,19,1
1203,"Nasuta, Grzegorz",1996-03-01,Poland,1996,3,1,1
1204,"Nataf, Igor-Alexandre",1978-05-02,France,1978,5,2,2
1205,"Naumann, Alexander",1979-02-17,Germany,1979,2,17,1
1206,"Naumkin, Igor",1965-08-10,Russia,1965,8,10,3
1207,"Navara, David",1985-03-27,Czech Republic,1985,3,27,1
1208,"Nedev, Trajko",1973-02-27,North Macedonia,1973,2,27,1
1209,"Neelotpal, Das",1982-04-20,India,1982,4,20,2
1210,"Negi, Parimarjan",1993-02-09,India,1993,2,9,1
1211,"Neikšāns, Arturs",1983-03-16,Latvia,1983,3,16,1
1212,"Nemet, Ivan",1943-04-14,Yugoslavia,1943,4,14,2
1213,"Nepom­niachtchi, Ian",1990-07-14,Russia,1990,7,14,3
1214,"Nesterov, Arseniy",2003,Russia,2003,1,1,1
1215,"Nesterov, Yakov",1966-11-24,Kazakhstan,1966,11,24,4
1216,"Nestorović, Nikola",1989-10-13,Serbia,1989,10,13,4
1217,"Neuman, Petr",1978-03-11,Czech Republic,1978,3,11,1
1218,"Nevednichy, Vladislav",1969-09-03,Romania,1969,9,3,3
1219,"Neverov, Valeriy",1964-06-21,Ukraine,1964,6,21,2
1220,"Nevostrujev, Vladimir",1966-05-25,Russia,1966,5,25,2
1221,Nguyễn Anh Dũng,1976-03-17,Vietnam,1976,3,17,1
1222,Nguyễn Anh Khôi,2002-01-11,Vietnam,2002,1,11,1
1223,Nguyễn Đức Hòa,1989-07-13,Vietnam,1989,7,13,3
1224,Nguyễn Huynh Minh Huy,1987-10-11,Vietnam,1987,10,11,4
1225,Nguyễn Ngọc Trường Sơn,1990-02-23,Vietnam,1990,2,23,1
1226,Nguyễn Thái Đai Vân,2001-12-12,Czech Republic,2001,12,12,4
1227,Nguyễn Văn Huy,1985-03-14,Vietnam,1985,3,14,1
1228,Ni Hua,1983-05-31,China,1983,5,31,2
1229,"Nielsen, Peter Heine",1973-05-24,Denmark,1973,5,24,2
1230,"Niemann, Hans Moke",2003-06-20,United States,2003,6,20,2
1231,Nihal Sarin,2004-07-13,India,2004,7,13,3
1232,"Nijboer, Friso",1965-05-26,Netherlands,1965,5,26,2
1233,"Nikčević, Nebojša",1965-02-20,Yugoslavia (S&M),1965,2,20,1
1234,"Nikitin, Andrey",1974-08-10,Russia,1974,8,10,3
1235,"Nikolac, Juraj",1932-04-22,Yugoslavia,1932,4,22,2
1236,"Nikolaidis, Ioannis",1971-01-04,Greece,1971,1,4,1
1237,"Nikolenko, Oleg",1959-06-19,Russia,1959,6,19,2
1238,"Nikolić, Predrag",1960-09-11,Yugoslavia,1960,9,11,3
1239,"Nikolić, Stanimir",1935-01-26,Yugoslavia,1935,1,26,1
1240,"Nikolov, Momchil",1985-03-03,Bulgaria,1985,3,3,1
1241,"Ninov, Nikolai",1969-05-21,Bulgaria,1969,5,21,2
1242,"Nisipeanu, Liviu-Dieter",1976-08-01,Romania,1976,8,1,3
1243,"Nogueiras Santiago, Jesús",1959-07-17,Cuba,1959,7,17,3
1244,"Norwood, David R.",1968-10-03,England,1968,10,3,4
1245,"Nosenko, Alexander",1968-01-13,Ukraine,1968,1,13,1
1246,"Notkevich, Benjamin Arvola",1993-02-09,Norway,1993,2,9,1
1247,"Novik, Maxim",1970-04-03,Russia,1970,4,3,2
1248,"Novikov, Igor",1962-05-23,Ukraine,1962,5,23,2
1249,"Novikov, Maxim",1972-05-02,Russia,1972,5,2,2
1250,"Novikov, Stanislav",1985-07-06,Russia,1985,7,6,3
1251,"Nunn, John D. M.",1955-04-25,England,1955,4,25,2
1252,"Nybäck, Tomi",1985-04-03,Finland,1985,4,3,2
1253,"Nyzhnyk, Illya",1996-09-27,Ukraine,1996,9,27,3
1254,"Obregón, Andrés Carlos",1986-10-22,Argentina,1986,10,22,4
1255,"Obregon Rivero, Juan Carlos",1989-09-08,Cuba,1989,9,8,3
1256,"Obukhov, Alexander",1969-04-17,Russia,1969,4,17,2
1257,"Odeev, Handszar",1972-01-27,Turkmenistan,1972,1,27,1
1258,"Øgaard, Leif",1952-01-05,Norway,1952,1,5,1
1259,"O'Kelly de Galway, Albéric",1911-05-17,Belgium,1911,5,17,2
1260,"Okhotnik, Vladimir",1950-02-28,France,1950,2,28,1
1261,"Ólafsson, Friðrik",1935-01-26,Iceland,1935,1,26,1
1262,"Ólafsson, Helgi",1956-08-15,Iceland,1956,8,15,3
1263,"Oleksiyenko, Mykhaylo",1986-09-30,Ukraine,1986,9,30,3
1264,"Oliva Castañeda, Kevel",1994-05-04,Cuba,1994,5,4,2
1265,"Oll, Lembit",1966-04-23,Soviet Union,1966,4,23,2
1266,"Olszewski, Michał",1989-09-23,Poland,1989,9,23,3
1267,"Omelja, Artem",1991,Ukraine,1991,1,1,1
1268,"Oms Pallise, Josep",1973-07-20,Andorra,1973,7,20,3
1269,"Onischuk, Alexander",1975-09-03,Ukraine,1975,9,3,3
1270,"Onischuk, Vladimir",1991-07-21,Ukraine,1991,7,21,3
1271,"Oparin, Grigoriy",1997-07-01,Russia,1997,7,1,3
1272,"Oral, Tomáš",1977-12-24,Czech Republic,1977,12,24,4
1273,"Oratovsky, Michael",1974-04-03,Israel,1974,4,3,2
1274,"Orlov, Andrey",1977-03-19,Russia,1977,3,19,1
1275,"Ortega, Lexy",1960-03-08,Italy,1960,3,8,1
1276,"Ortiz Suárez, Isan Reynaldo",1985-04-02,Cuba,1985,4,2,2
1277,"Ostenstad, Berge",1964-09-15,Norway,1964,9,15,3
1278,"Ostojić, Predrag",1938-02-22,Yugoslavia,1938,2,22,1
1279,"Ovetchkin, Roman",1973-01-16,Russia,1973,1,16,1
1280,"Ovsejevitsch, Sergei",1974-05-04,Ukraine,1974,5,4,2
1281,"Pacher, Milan",1990-10-03,Slovakia,1990,10,3,4
1282,"Pachman, Luděk",1924-05-11,Czecho­slovakia,1924,5,11,2
1283,"Padevsky, Nikola",1933-05-29,Bulgaria,1933,5,29,2
1284,"Paehtz, Thomas",1956-09-04,Germany,1956,9,4,3
1285,"Paichadze, Luka",1991-03-06,Georgia,1991,3,6,1
1286,"Pakleza, Zbigniew",1986-12-05,Poland,1986,12,5,4
1287,"Palac, Mladen",1971-02-18,Croatia,1971,2,18,1
1288,"Palatnik, Semon",1950-03-26,Soviet Union,1950,3,26,1
1289,"Palo, Davor",1985-11-02,Denmark,1985,11,2,4
1290,"Panarin, Mikhail",1983-08-04,Russia,1983,8,4,3
1291,"Panchanathan, Magesh Chandran",1983-08-10,India,1983,8,10,3
1292,"Panchenko, Alexander",1953-10-05,Soviet Union,1953,10,5,4
1293,"Panno, Óscar",1935-03-17,Argentina,1935,3,17,1
1294,"Pantsulaia, Levan",1986-02-26,Georgia,1986,2,26,1
1295,"Paoli, Enrico",1908-01-13,Italy,1908,1,13,1
1296,"Pap, Gyula",1991-04-20,Hungary,1991,4,20,2
1297,"Pap, Miša",1979-05-01,Serbia,1979,5,1,2
1298,"Papadopoulos, Ioannis K.",1988-04-12,Greece,1988,4,12,2
1299,"Papaioannou, Ioannis",1976-04-20,Greece,1976,4,20,2
1300,"Papin, Vasily",1988-09-21,Russia,1988,9,21,3
1301,"Papp, Gabor",1987-05-04,Hungary,1987,5,4,2
1302,"Paragua, Mark",1984-03-29,Philippines,1984,3,29,1
1303,"Paravyan, David",1998-03-08,Russia,1998,3,8,1
1304,"Parker, Jonathan F.",1976-05-19,England,1976,5,19,2
1305,"Pârligras, Mircea-Emilian",1980-12-28,Romania,1980,12,28,4
1306,"Parma, Bruno",1941-12-30,Yugoslavia,1941,12,30,4
1307,"Pashikian, Arman",1987-07-28,Armenia,1987,7,28,3
1308,"Paunović, Dragan",1961-11-08,Serbia,1961,11,8,4
1309,"Pavasovič, Duško",1976-10-15,Slovenia,1976,10,15,4
1310,"Pavlidis, Antonios",1993-04-01,Greece,1993,4,1,2
1311,"Pavlov, Maxim",1979-06-13,Ukraine,1979,6,13,2
1312,"Pavlović, Miloš",1964-01-05,Yugoslavia (S&M),1964,1,5,1
1313,"Pecháč, Jerguš",2001-10-31,Slovakia,2001,10,31,4
1314,"Pelletier, Yannick",1976-09-22,Switzerland,1976,9,22,3
1315,"Pena Gomez, Manuel",1988-06-13,Spain,1988,6,13,2
1316,Peng Xiaomin,1973-04-08,China,1973,4,8,2
1317,Peng Zhaoqin,1968-05-08,Netherlands,1968,5,8,2
1318,"Penrose, Jonathan",1933-10-07,England,1933,10,7,4
1319,"Peralta, Fernando",1979-12-16,Argentina,1979,12,16,4
1320,"Perelshteyn, Eugene",1980-06-15,United States,1980,6,15,2
1321,"Pérez Candelario, Manuel",1983-05-25,Spain,1983,5,25,2
1322,"Pérez Mitjans, Orelvis",1976-07-28,Spain,1976,7,28,3
1323,"Pérez Ponsa, Federico",1993-10-22,Argentina,1993,10,22,4
1324,"Pérez Rodriguez, Luís Manuel",1978-10-05,Cuba,1978,10,5,4
1325,"Pert, Nicholas",1981-01-22,England,1981,1,22,1
1326,"Perunović, Miloš",1984-01-14,Serbia and Montenegro,1984,1,14,1
1327,"Petkevich, Jusefs",1940-12-19,Latvia,1940,12,19,4
1328,"Petkov, Vladimir",1971-01-26,Bulgaria,1971,1,26,1
1329,"Petr, Martin",1988-08-23,Czech Republic,1988,8,23,3
1330,"Petřík, Tomáš",1980-10-31,Slovakia,1980,10,31,4
1331,"Petrosian, Arshak B.",1953-12-16,Armenia,1953,12,16,4
1332,"Petrosian, Davit G.",1984-09-20,Armenia,1984,9,20,3
1333,"Petrosian, Tigran",1929-06-17,Soviet Union,1929,6,17,2
1334,"Petrosian, Tigran L.",1984-09-17,Armenia,1984,9,17,3
1335,"Petrosyan, Manuel",1998-05-06,Armenia,1998,5,6,2
1336,"Petrov, Marian",1975-09-14,Bulgaria,1975,9,14,3
1337,"Petrov, Nikita",1996-07-01,Russia,1996,7,1,3
1338,"Pétursson, Margeir",1960-02-15,Iceland,1960,2,15,1
1339,"Pfleger, Helmut",1943-08-06,West Germany,1943,8,6,3
1340,"Pichot, Alan",1998-08-13,Argentina,1998,8,13,3
1341,"Pietzsch, Wolfgang",1930-12-21,East Germany,1930,12,21,4
1342,"Pigusov, Evgeny",1961-03-31,Russia,1961,3,31,1
1343,"Piket, Jeroen",1969-01-27,Netherlands,1969,1,27,1
1344,"Pikula, Dejan",1969-07-31,Yugoslavia (S&M),1969,7,31,3
1345,"Pilavov, Georgy",1974-12-13,Ukraine,1974,12,13,4
1346,"Pilnik, Herman",1914-01-08,Argentina,1914,1,8,1
1347,"Pintér, József",1953-11-09,Hungary,1953,11,9,4
1348,"Piorun, Kacper",1991-11-24,Poland,1991,11,24,4
1349,"Pirc, Vasja",1907-12-19,Yugoslavia,1907,12,19,4
1350,"Piskov, Yury",1964-10-17,Russia,1964,10,17,4
1351,"Plachetka, Ján",1945-02-18,Czecho­slovakia,1945,2,18,1
1352,"Planinec, Albin",1944-04-18,Yugoslavia,1944,4,18,2
1353,"Plaskett, H. James",1960-03-18,England,1960,3,18,1
1354,"Plát, Vojtěch",1994-01-23,Czech Republic,1994,1,23,1
1355,"Podolchenko, Evgeniy",1988-02-07,Belarus,1988,2,7,1
1356,"Poetsch, Hagen",1991-08-27,Germany,1991,8,27,3
1357,"Pogorelov, Ruslan",1959-06-07,Ukraine,1959,6,7,2
1358,"Polák, Tomáš",1974-04-24,Czech Republic,1974,4,24,2
1359,"Polgar, Judit",1976-07-23,Hungary,1976,7,23,3
1360,"Polgar, Susan",1969-04-19,Hungary,1969,4,19,2
1361,"Polugaevsky, Lev",1934-11-20,Soviet Union,1934,11,20,4
1362,"Poluljahov, Aleksandr",1965-06-06,Russia,1965,6,6,2
1363,"Polzin, Rainer",1971-02-13,Germany,1971,2,13,1
1364,"Pomar, Arturo",1931-09-01,Spain,1931,9,1,3
1365,"Ponkratov, Pavel",1988-07-15,Russia,1988,7,15,3
1366,"Ponomariov, Ruslan",1983-10-11,Ukraine,1983,10,11,4
1367,"Popchev, Milko",1964-11-11,Bulgaria,1964,11,11,4
1368,"Popilski, Gil",1993-10-06,Israel,1993,10,6,4
1369,"Popov, Ivan",1990-03-20,Russia,1990,3,20,1
1370,"Popov, Valerij",1974-09-10,Russia,1974,9,10,3
1371,"Popović, Dušan",1983-02-28,Serbia,1983,2,28,1
1372,"Popović, Petar",1959-02-14,Yugoslavia,1959,2,14,1
1373,"Portisch, Lajos",1937-04-04,Hungary,1937,4,4,2
1374,"Postny, Evgeny",1981-07-03,Israel,1981,7,3,3
1375,"Potapov, Alexander",1969-01-05,Russia,1969,1,5,1
1376,"Potapov, Pavel",1990-09-28,Russia,1990,9,28,3
1377,"Potkin, Vladimir",1982-06-28,Russia,1982,6,28,2
1378,"Pourra­mezanali, Amirreza",1992-09-23,Iran,1992,9,23,3
1379,"Pozo Vera, Sandro",1987-07-27,Cuba,1987,7,27,3
1380,Praggna­nandhaa R,2005-08-10,India,2005,8,10,3
1381,"Predke, Alexandr",1994-01-05,Russia,1994,1,5,1
1382,"Predojević, Borki",1987-04-06,Bosnia and Herzegovina,1987,4,6,2
1383,"Preotu, Razvan",1999-08-11,Canada,1999,8,11,3
1384,"Priasmoro, Novendra",1999-11-24,Indonesia,1999,11,24,4
1385,"Pridorozhni, Aleksei",1981-08-27,Russia,1981,8,27,3
1386,"Prié, Éric",1962-03-14,France,1962,3,14,1
1387,"Prins, Lodewijk",1913-01-27,Netherlands,1913,1,27,1
1388,Prithu Gupta,2004-03-08,India,2004,3,8,1
1389,"Prohászka, Péter",1992-01-13,Hungary,1992,1,13,1
1390,"Prokopchuk, Evgeny",1978-07-13,Russia,1978,7,13,3
1391,"Pruijssers, Roeland",1989-08-16,Netherlands,1989,8,16,3
1392,"Prusikin, Michael",1978-01-19,Germany,1978,1,19,1
1393,"Psakhis, Lev",1958-11-29,Soviet Union,1958,11,29,4
1394,"Puc, Stojan",1921-04-09,Yugoslavia,1921,4,9,2
1395,"Pultinevicius, Paulius",2001-11-24,Lithuania,2001,11,24,4
1396,"Puranik, Abhimanyu",2000-02-11,India,2000,2,11,1
1397,"Pushkov, Nikolai",1946-11-28,Russia,1946,11,28,4
1398,"Qashashvili, Alexandre",1975-09-02,Georgia,1975,9,2,3
1399,"Quesada Pérez, Luis Ernesto",1999-01-04,Cuba,1999,1,4,1
1400,"Quesada Pérez, Yasser",1992-05-23,Cuba,1992,5,23,2
1401,"Quesada Pérez, Yuniesky",1984-07-31,Cuba,1984,7,31,3
1402,"Quinteros, Miguel A.",1947-12-28,Argentina,1947,12,28,4
1403,"Quparadze, Giga",1987-08-23,Georgia,1987,8,23,3
1404,"Rabiega, Robert",1971-02-01,Germany,1971,2,1,1
1405,"Radjabov, Teimour",1987-03-12,Azerbaijan,1987,3,12,1
1406,"Radulov, Ivan",1939-01-07,Bulgaria,1939,1,7,1
1407,"Radulski, Julian",1972-05-24,Bulgaria,1972,5,24,2
1408,"Raetsky, Alexander",1961-10-17,Russia,1961,10,17,4
1409,"Ragger, Markus",1988-02-05,Austria,1988,2,5,1
1410,"Ragozin, Viacheslav",1908-10-08,Soviet Union,1908,10,8,4
1411,"Rahman, Ziaur",1974-05-01,Bangladesh,1974,5,1,2
1412,"Raičević, Vladimir",1949-05-02,Yugoslavia,1949,5,2,2
1413,"Rajković, Dušan",1942-06-17,Yugoslavia,1942,6,17,2
1414,"Rajpara, Ankit",1994-08-27,India,1994,8,27,3
1415,"Rakhmanov, Aleksandr",1989-08-28,Russia,1989,8,28,3
1416,"Rambaldi, Francesco",1999-01-19,Italy,1999,1,19,1
1417,Ramesh R. B.,1976-04-20,India,1976,4,20,2
1418,"Ramírez, Alejandro",1988-06-21,Costa Rica,1988,6,21,2
1419,"Rantanen, Yrjö",1950-04-23,Finland,1950,4,23,2
1420,"Rapport, Richárd",1996-03-25,Hungary,1996,3,25,1
1421,"Rashkovsky, Nukhim N.",1946-04-18,Soviet Union,1946,4,18,2
1422,"Rašík, Vitězslav",1973-11-07,Czech Republic,1973,11,7,4
1423,"Rasmussen, Allan Stig",1983-11-20,Denmark,1983,11,20,4
1424,"Rasulov, Vugar",1991-04-05,Azerbaijan,1991,4,5,2
1425,"Ratković, Miloje",1996-04-05,Serbia,1996,4,5,2
1426,"Raznikov, Danny",1993-03-29,Israel,1993,3,29,1
1427,"Razuvaev, Yuri",1945-10-10,Soviet Union,1945,10,10,4
1428,"Rechlis, Gad",1967-02-05,Israel,1967,2,5,1
1429,"Ree, Hans",1944-09-15,Netherlands,1944,9,15,3
1430,"Reefat, Bin-Sattar",1974-07-25,Bangladesh,1974,7,25,3
1431,"Reinderman, Dimitri",1972-08-12,Netherlands,1972,8,12,3
1432,"Relange, Éloi",1976-07-01,France,1976,7,1,3
1433,"Renet, Olivier",1964-12-21,France,1964,12,21,4
1434,"Repka, Christopher",1998-10-06,Slovakia,1998,10,6,4
1435,"Reshevsky, Samuel",1911-11-26,United States,1911,11,26,4
1436,"Riazantsev, Alexander",1985-09-12,Russia,1985,9,12,3
1437,"Ribli, Zoltán",1951-09-06,Hungary,1951,9,6,3
1438,"Ricardi, Pablo",1962-02-25,Argentina,1962,2,25,1
1439,"Richter, Michael",1978-07-20,Germany,1978,7,20,3
1440,"Riff, Jean-Noël",1981-04-22,France,1981,4,22,2
1441,"Ringoir, Tanguy",1994-06-29,Belgium,1994,6,29,2
1442,"Ríos, Cristhian Camilo",1993-04-09,Colombia,1993,4,9,2
1443,"Ristic, Nenad",1958-11-19,Yugoslavia (S&M),1958,11,19,4
1444,"Rivas Pastor, Manuel",1960-07-13,Spain,1960,7,13,3
1445,"Rizouk, Aimen",1979-08-03,Algeria,1979,8,3,3
1446,"Robatsch, Karl",1929-10-14,Austria,1929,10,14,4
1447,"Robson, Ray",1994-10-25,United States,1994,10,25,4
1448,"Rodríguez Céspedes, Amador",1956-09-08,Spain,1956,9,8,3
1449,"Rodríguez Guerrero, Enrique",1983-11-08,Spain,1983,11,8,4
1450,"Rodríguez Vargas, Orestes",1943-07-04,Peru,1943,7,4,3
1451,"Rodríguez Vila, Andrés",1973-12-19,Uruguay,1973,12,19,4
1452,"Rodshtein, Maxim",1989-01-19,Israel,1989,1,19,1
1453,"Roganović, Miloš",1991-12-23,Serbia,1991,12,23,4
1454,"Rogers, Ian",1960-06-24,Australia,1960,6,24,2
1455,"Rogić, Davor",1971-07-27,Croatia,1971,7,27,3
1456,"Rogoff, Kenneth",1953-03-22,United States,1953,3,22,1
1457,"Rogovski, Vladimir",1965-02-07,Ukraine,1965,2,7,1
1458,"Rogozenco, Dorian",1973-08-18,Moldava,1973,8,18,3
1459,"Rohde, Michael",1959-08-26,United States,1959,8,26,3
1460,"Roiz, Michael",1983-10-12,Israel,1983,10,12,4
1461,"Romanenko, Vladimir",1985-04-06,Belarus,1985,4,6,2
1462,"Romanishin, Oleg M.",1952-01-10,Soviet Union,1952,1,10,1
1463,"Romanov, Evgeny",1988-11-02,Russia,1988,11,2,4
1464,"Rombaldoni, Axel",1992-03-23,Italy,1992,3,23,1
1465,"Romero Holmes, Alfonso",1965-05-28,Spain,1965,5,28,2
1466,"Rossetto, Héctor",1922-09-08,Argentina,1922,9,8,3
1467,"Rossolimo, Nicolas",1910-02-28,United States,1910,2,28,1
1468,"Rotstein, Arkadij",1961-04-29,Ukraine,1961,4,29,2
1469,"Roussel-Roozmon, Thomas",1988-01-08,Canada,1988,1,8,1
1470,"Rowson, Jonathan",1977-04-18,Scotland,1977,4,18,2
1471,"Saptarshi, Roy",1986-03-21,India,1986,3,21,1
1472,"Roy Chowdhury, Saptarshi",1982-02-13,India,1982,2,13,1
1473,"Rozentalis, Eduardas",1963-05-27,Lithuania,1963,5,27,2
1474,"Rozum, Ivan",1991-12-09,Russia,1991,12,9,4
1475,"Ruban, Vadim",1964-06-13,Russia,1964,6,13,2
1476,"Rubinstein, Akiba",1880-12-01,Poland,1880,12,1,4
1477,"Rublevsky, Sergei",1974-10-15,Russia,1974,10,15,4
1478,"Ruiz Castillo, Joshua Daniel",1997-07-08,Colombia,1997,7,8,3
1479,"Ruck, Róbert",1977-12-10,Hungary,1977,12,10,4
1480,"Rusev, Krasimir",1983-10-16,Bulgaria,1983,10,16,4
1481,"Rustemov, Alexander",1973-07-06,Russia,1973,7,6,3
1482,"Ruželė, Darius",1968-04-27,Lithuania,1968,4,27,2
1483,"Rychagov, Andrey",1979-08-03,Russia,1979,8,3,3
1484,"Rychagov, Mikhail",1967-11-12,Estonia,1967,11,12,4
1485,"Sadhwani, Raunak",2005-12-22,India,2005,12,22,4
1486,"Sadler, Matthew D.",1974-05-15,England,1974,5,15,2
1487,"Sadikhov, Ulvi",1998-11-23,Azerbaijan,1998,11,23,4
1488,"Sadorra, Julio Catalino",1986-09-14,Philippines,1986,9,14,3
1489,"Sadvakasov, Darmen",1979-04-28,Kazakhstan,1979,4,28,2
1490,"Sadzikowski, Daniel",1994-01-20,Poland,1994,1,20,1
1491,"Safarli, Eltaj",1992-05-18,Azerbaijan,1992,5,18,2
1492,"Safin, Shukhrat",1970-04-03,Uzbekistan,1970,4,3,2
1493,"Sagalchik, Gennadij",1969-04-22,United States,1969,4,22,2
1494,"Šahović, Dragutin",1940-08-08,Yugoslavia,1940,8,8,3
1495,"Šajtar, Jaroslav",1921-12-03,Czecho­slovakia,1921,12,3,4
1496,"Sakaev, Konstantin",1974-04-13,Russia,1974,4,13,2
1497,"Saleh, Salem A. R.",1993-01-04,United Arab Emirates,1993,1,4,1
1498,"Salgado López, Iván",1991-06-29,Spain,1991,6,29,2
1499,"Salinas Herrera, Pablo",1994-06-03,Chile,1994,6,3,2
1500,"Salomon, Johan",1997-05-07,Norway,1997,5,7,2
1501,"Salov, Valery",1964-05-26,Soviet Union,1964,5,26,2
1502,"Saltaev, Mihail",1962-11-19,Uzbekistan,1962,11,19,4
1503,"Salvador, Roland",1982-01-03,Philippines,1982,1,3,1
1504,"Sambuev, Bator",1980-11-25,Russia,1980,11,25,4
1505,"Sämisch, Friedrich",1896-09-20,West Germany,1896,9,20,3
1506,"San Segundo Carrillo, Pablo",1970-02-09,Spain,1970,2,9,1
1507,"Şanal, Vahap",1998-05-26,Turkey,1998,5,26,2
1508,"Sánchez, Joseph",1970-08-19,Philippines,1970,8,19,3
1509,"Sănduleac, Vasile",1971-01-02,Moldova,1971,1,2,1
1510,"Sanguineti, Raúl",1933-02-03,Argentina,1933,2,3,1
1511,"Sanikidze, Tornike",1989-01-01,Georgia,1989,1,1,1
1512,"Santiago, Yago De Moura",1992-04-17,Brazil,1992,4,17,2
1513,"Santo-Roman, Marc",1960-09-13,France,1960,9,13,3
1514,"Santos Latasa, Jaime",1996-07-03,Spain,1996,7,3,3
1515,"Santos Ruiz, Miguel",1999-10-04,Spain,1999,10,4,4
1516,"Sarana, Alexey",2000-01-26,Russia,2000,1,26,1
1517,"Sargissian, Gabriel",1983-09-03,Armenia,1983,9,3,3
1518,"Sargsyan, Shant",2002-01-27,Armenia,2002,1,27,1
1519,"Šarić, Ante",1984-04-06,Croatia,1984,4,6,2
1520,"Šarić, Ibro",1982-02-20,Bosnia and Herzegovina,1982,2,20,1
1521,"Šarić, Ivan",1990-08-17,Croatia,1990,8,17,3
1522,"Sasikiran, Krishnan",1981-01-07,India,1981,1,7,1
1523,"Savchenko, Boris",1986-07-10,Russia,1986,7,10,3
1524,"Savchenko, Stanislav",1967-01-21,Ukraine,1967,1,21,1
1525,"Savić, Miodrag R.",1977-04-06,Serbia and Montenegro,1977,4,6,2
1526,"Savon, Vladimir",1940-09-26,Soviet Union,1940,9,26,3
1527,"Sax, Gyula",1951-06-18,Hungary,1951,6,18,2
1528,"Schandorff, Lars",1965-04-20,Denmark,1965,4,20,2
1529,"Schebler, Gerhard",1969-10-03,Germany,1969,10,3,4
1530,"Schlosser, Philipp",1968-08-19,Germany,1968,8,19,3
1531,"Schmaltz, Roland",1974-11-15,Germany,1974,11,15,4
1532,"Schmid, Lothar",1928-05-10,West Germany,1928,5,10,2
1533,"Schmidt, Włodzimierz",1943-04-10,Poland,1943,4,10,2
1534,"Schmittdiel, Eckhard",1960-05-13,Germany,1960,5,13,2
1535,"Schoppen, Casper",2002-03-21,Netherlands,2002,3,21,1
1536,"Schröder, Jan-Christian",1998-01-31,Germany,1998,1,31,1
1537,"Schüssler, Harry",1957-06-24,Sweden,1957,6,24,2
1538,"Schwartzman, Gabriel",1976-10-23,Romania,1976,10,23,4
1539,"Sebag, Marie",1986-10-15,France,1986,10,15,4
1540,"Šebenik, Matej",1983-08-28,Slovenia,1983,8,28,3
1541,"Sedlak, Nikola",1983-12-13,Serbia and Montenegro,1983,12,13,4
1542,"Seferjan, Narek",1974-08-20,Armenia,1974,8,20,3
1543,"Seirawan, Yasser",1960-03-24,United States,1960,3,24,1
1544,"Semcesen, Daniel",1986-08-17,Sweden,1986,8,17,3
1545,"Sengupta, Deep",1988-06-30,India,1988,6,30,2
1546,"Seres, Lajos",1973-12-08,Hungary,1973,12,8,4
1547,"Sergeev, Vladimir",1964-05-01,Ukraine,1964,5,1,2
1548,"Sermek, Dražen",1969-01-30,Slovenia,1969,1,30,1
1549,"Serper, Grigory",1969-09-14,Uzbekistan,1969,9,14,3
1550,"Sethuraman, S. P.",1993-02-25,India,1993,2,25,1
1551,"Sevdimaliyev, Urfan",1989-01-09,Azerbaijan,1989,1,9,1
1552,"Sevian, Samuel",2000-12-26,United States,2000,12,26,4
1553,"Sevillano, Enrico",1968-03-17,United States,1968,3,17,1
1554,"Shabalov, Alexander",1967-09-12,United States,1967,9,12,3
1555,"Shabanov, Yuri",1937-11-11,Russia,1937,11,11,4
1556,"Shaked, Tal",1978-02-05,United States,1978,2,5,1
1557,"Shalnev, Nikolai",1944-04-16,Russia,1944,4,16,2
1558,"Shamkovich, Leonid",1923-06-01,Soviet Union,1923,6,1,2
1559,"Shanava, Konstantine",1985-05-05,Georgia,1985,5,5,2
1560,"Shankland, Sam",1991-10-01,United States,1991,10,1,4
1561,"Shaposhnikov, Evgeny",1981-06-01,Russia,1981,6,1,2
1562,"Sharapov, Evgeny",1981-10-29,Ukraine,1981,10,29,4
1563,"Sharavdorj, Dashzegve",1974-10-21,Mongolia,1974,10,21,4
1564,"Shariyazdanov, Andrey",1976-07-12,Russia,1976,7,12,3
1565,"Shaw, John",1968-10-16,Scotland,1968,10,16,4
